train_family,test_family,seed,case,psi_rel_l2,velocity_rel_l2,interior_vorticity_rel_l2,divergence_core_rms,lid_derivative_rmse,primary_vortex_location_error
constant,ood_re,27,ood_re_0003,0.5339028981045117,0.6479048126905602,0.6542653717221244,1.267983034172566e-16,0.16179888957856217,0.08333333333333326
constant,ood_re,27,ood_re_0004,0.2933035942880779,0.3729557195570031,0.5001486543194984,1.3296469256159913e-16,0.15981336919775088,0.09316949906249125
constant,ood_re,27,ood_re_0005,0.32453903800919065,0.3752433868140094,0.5496244992020874,1.370730019997993e-16,0.17900542311580536,0.04166666666666674
constant,ood_re,ensemble,ood_re_0000,0.3490455580372158,0.3850035311467556,0.5112621599784238,1.563275190139945e-16,0.19698462517890333,0.05892556509887899
constant,ood_re,ensemble,ood_re_0001,0.24076669335663053,0.28682840009095945,0.43706027983432766,1.6586759283869256e-16,0.20121353458431954,0.05892556509887899
constant,ood_re,ensemble,ood_re_0002,0.3151094316021163,0.35508413774825914,0.482327336841759,1.6510483300641084e-16,0.19113041886306764,0.09316949906249125
constant,ood_re,ensemble,ood_re_0003,0.45216713665496505,0.5633642128808174,0.5492423054926007,1.4275125411901148e-16,0.1747354593548222,0.0931694990624912
constant,ood_re,ensemble,ood_re_0004,0.2322987847727016,0.31054223207988585,0.3982840261441101,1.5386717197783913e-16,0.17381514559647107,0.05892556509887899
constant,ood_re,ensemble,ood_re_0005,0.26705087929667115,0.31812616038511515,0.4498751130786874,1.356573667583796e-16,0.19238204568397616,0.04166666666666674
diverse,constant,7,constant_test_0000,0.031740947791072706,0.033416551652952826,0.056396076741245554,1.3457347813013332e-16,0.2967706945868869,0.0
diverse,constant,7,constant_test_0001,0.01008670800755661,0.01728026327509054,0.02662786285038039,1.3495083188447368e-16,0.251974146836075,0.0
diverse,constant,7,constant_test_0002,0.006432875751363574,0.011111363327773623,0.015367931624615739,1.3540070246873506e-16,0.21602040248120755,0.0
diverse,constant,7,constant_test_0003,0.023328730160494828,0.02724482972481101,0.04751472809415582,1.2485028871879182e-16,0.28832481215242795,0.0
diverse,constant,7,constant_test_0004,0.026292992427209214,0.02935883215399786,0.050720087283255715,1.4208783433287636e-16,0.29172921328707957,0.0
diverse,constant,7,constant_test_0005,0.015913364118304536,0.02221626461958149,0.03850588759944015,1.4554529110048342e-16,0.27557313254148574,0.0
diverse,constant,17,constant_test_0000,0.031478969281694996,0.03231258905691581,0.056062947329390336,1.4212437646148405e-16,0.2963010380419535,0.0
diverse,constant,17,constant_test_0001,0.009443489613919717,0.016392948941425324,0.02440936132370584,1.3388596275850398e-16,0.25191750842516186,0.0
diverse,constant,17,constant_test_0002,0.009820650991669405,0.017099747434525588,0.02311114323574044,1.3963677984798754e-16,0.21431997162410302,0.0
diverse,constant,17,constant_test_0003,0.02239435738237508,0.025175709514610775,0.045789556290376274,1.3436726850387382e-16,0.28818704331369993,0.0
diverse,constant,17,constant_test_0004,0.025660434747743963,0.027683351068321874,0.049585130198350036,1.3726294327304543e-16,0.2914684730045423,0.0
diverse,constant,17,constant_test_0005,0.013889665028540854,0.01914245098666161,0.034770682410222964,1.3384304984774318e-16,0.2757538981156496,0.0
diverse,constant,27,constant_test_0000,0.024431807608741956,0.02592101027066901,0.04885407863983166,1.1321466577940085e-16,0.3035517360051205,0.0
diverse,constant,27,constant_test_0001,0.006494672278398313,0.012698623566111962,0.024151886858862125,1.3544458289895889e-16,0.2581552549524751,0.0
diverse,constant,27,constant_test_0002,0.0035191587026171746,0.006768498231421852,0.013503103956265958,1.5620961894718463e-16,0.21690620491018664,0.0
diverse,constant,27,constant_test_0003,0.013845343371265119,0.019181439642110422,0.03888408344470531,1.2232003549142374e-16,0.2963225345612956,0.0
diverse,constant,27,constant_test_0004,0.017431390660167922,0.021179266606853136,0.0422170491467825,1.3821225805747163e-16,0.29929741559387263,0.0
diverse,constant,27,constant_test_0005,0.007821393490097674,0.01658256860897922,0.0320364596125317,1.2851444264291278e-16,0.2842625636725832,0.0
diverse,constant,ensemble,constant_test_0000,0.02911113641563944,0.030134271052572558,0.05336741544993838,1.564296271935856e-16,0.29886263636054117,0.0
diverse,constant,ensemble,constant_test_0001,0.007827082156127211,0.014446005054253988,0.02383926495094001,1.4893702681436426e-16,0.25399518083428374,0.0
diverse,constant,ensemble,constant_test_0002,0.006407250790022642,0.011399756097049674,0.016762653471662937,1.6027839989869865e-16,0.21574255903664655,0.0
diverse,constant,ensemble,constant_test_0003,0.019677864238177644,0.0231438773055345,0.04327884000158534,1.4658822438806083e-16,0.29092899194363786,0.0
diverse,constant,ensemble,constant_test_0004,0.022998395052299787,0.025509138561919283,0.046901708341635526,1.5812234883055006e-16,0.29415091143503286,0.0
diverse,constant,ensemble,constant_test_0005,0.011810990789266475,0.018030666079742574,0.033679092119323184,1.6307360641118343e-16,0.2785082925836441,0.0
diverse,diverse,7,diverse_test_0000,0.0034458255166026526,0.005856336704350724,0.009307927990687977,1.2844503939763383e-16,0.22381283997287216,0.0
